actual_letter,image_file,model_output
I,23_png.rf.fmseqMOse1f3FPqoHMWC.png,I
I,24_png.rf.XBRXprk7i4vafVVOi8fJ.png,I
I,25_png.rf.b9UEGFPd5OapprjIeaUj.png,I
I,26_png.rf.RotRcpIloGoJ7PIbu221.png,I
I,27_png.rf.ZqoIoaauMuzSAH8eDd22.png,I
I,28_png.rf.waNFi83rWshoetKnA8jR.png,G
I,29_png.rf.iCBExhAqm0ekOz1S5ifg.png,L
I,2_png.rf.RXKnpGsnx6OPkszpMcLl.png,G
I,30_png.rf.zOdchfXx6Lk8dDEWEy2Q.png,I
I,31_png.rf.hPkwOKxdI22KcCsoKMIA.png,I
I,32_png.rf.Z7lOfRx5Imztw7J8QJyx.png,H
I,33_png.rf.tvDy4QG9evDIKYQkdRsb.png,V
I,34_png.rf.6uCBzUx142IeDlEqyF0A.png,I
I,35_png.rf.4x0exvUkgagU8LEbnwWj.png,I
I,36_png.rf.BG6hsmgBmQpD3pCqJiuv.png,P
I,37_png.rf.Mrt1KVQthkrYtljNrdEb.png,I
I,38_png.rf.2yAC5WvArgkL62xQ5EVg.png,I
I,39_png.rf.JpI9IL1jQAwQe6NBb0o3.png,D
I,3_png.rf.Dnslcb3jXIh8zod2Zg5M.png,H
I,40_png.rf.tMJoU4RgX4VMmyuzx1eB.png,D
I,41_png.rf.HIYinBMrNE5Lp1eULtqV.png,I
I,42_png.rf.h5TsSuzcQSsQ9dODJk0L.png,I
I,43_png.rf.4WTjUA2GFm5mhk9iGpDI.png,I
I,44_png.rf.ZMTpdhzubkQi8bxvg69F.png,I
I,45_png.rf.1mmJsF4EsYk91lLC3AES.png,I
I,46_png.rf.DzLCj5k2yM3R9gqddHjh.png,T
I,47_png.rf.f5m5zNFd4BFFvRJIAIm6.png,I
I,48_png.rf.OdUGXiufhhJSRahamA0Y.png,P
I,49_png.rf.R9FHOov5xhZV6nhDIr2w.png,I
I,4_png.rf.b5KTVPeTlTOevwGcvEqY.png,V
I,50_png.rf.EoCeeAReZJ9jcKzIUpqc.png,I
I,51_png.rf.WyD1LHargrvsyyZTJnqt.png,I
I,52_png.rf.9OEHpChqpiOfJH1w4iQa.png,A
I,53_png.rf.AhSugBfviE3FYjdH6Nwr.png,I
I,54_png.rf.3OjJeu3uVJrjEJuYkuVK.png,T
I,55_png.rf.CMx36ZZ9UNnJeGF4RxvQ.png,I
I,56_png.rf.qkk2PBp9Ty8w1Q8zCT68.png,L
I,57_png.rf.eNGAnX4WaLldCiJ0Cb1o.png,I
I,58_png.rf.eDaucygHwpcz4HxPgpTS.png,T
I,59_png.rf.d76518L6cRCSHfdRc1LW.png,G
I,5_png.rf.3781i10E6NppVi6tbeDF.png,A
I,60_png.rf.UMxbEti4atDmBmUtwN6k.png,T
I,6_png.rf.MbU7pXXTnF9lGMQ1GgTb.png,I
I,7_png.rf.W3qdY7gFKSNUdsPrO3rh.png,D
I,8_png.rf.7FcOfEEdtND1evcCaTUn.png,I
I,9_png.rf.2h5D3E4bNeR7R2tgm1V8.png,I
J,0_png.rf.HkwB6GEKn0Aub2WzG1VI.png,F
J,10_png.rf.tCCgAccl2h0JVMr0cUPR.png,V
J,11_png.rf.0afowx4jDWwKeTL2C3Ys.png,J
J,12_png.rf.4j5x1OaobXFxST0F8lQG.png,W
J,13_png.rf.IpxnG7Dghxu8qNchmAeL.png,D
J,14_png.rf.RPOvRjhzD1jZM6FsPLaw.png,F
J,15_png.rf.CWFKl12vIJORNoj7iUok.png,F
J,16_png.rf.UhnTxCVlD4GqIMzL6KGf.png,B
J,17_png.rf.gjAqLUO6twApNaT0gTbw.png,L
J,18_png.rf.xs14JbUVzBocgON9AGIS.png,B
J,19_png.rf.IXWJBIFbDGAq1sojwcAV.png,N
J,1_png.rf.OcmiGRkEyrwsZlRlPtSp.png,V
J,20_png.rf.ARNQpBVxMz77v6dDrjqj.png,E
J,21_png.rf.Qk3tBr9FTI1wrBORe7lt.png,W
J,22_png.rf.EIKcn65uvNCBFjIhHQlR.png,K
J,23_png.rf.eISUvSuvMxgcpfgpHt99.png,J
J,24_png.rf.KNBrpObOtSQ8p3iJgdFe.png,B
J,25_png.rf.XPbJtHihAKxpet97ajEw.png,E
J,26_png.rf.S16t1cVkLQVhs5jUEFip.png,E
J,27_png.rf.HK4qxPgsq3453a72Rtmo.png,B
J,28_png.rf.1FoqMhuNdPRz6S3MwcJF.png,W
J,29_png.rf.nn3XwPyCKgXRgDIok8lF.png,W
J,2_png.rf.nAJFq9mWZn23TPoW97jp.png,D
J,30_png.rf.CK4Q0zplSQ1S5PjDKhUt.png,E
J,31_png.rf.2TcZjE1EplIdQ2sv7ue3.png,L
J,32_png.rf.tAsabUqy1JaqSgsskZL6.png,D
J,33_png.rf.pkMotPB4wY3XyTCAcJYT.png,B
J,34_png.rf.jZpZYUFQ3FmpwoDLT6oj.png,H
J,35_png.rf.Npo9epfP8MFQ8BhMuoeF.png,E
J,36_png.rf.lzGuXKJx2iF5n4gf7rt8.png,B
J,37_png.rf.5zh6bjuSiCtWPitVtESJ.png,C
J,38_png.rf.K3VZd7WHSFfL1qNXokmr.png,L
J,39_png.rf.oLGxFKJQ3QazvvCI2sD8.png,"The hand shown is in a neutral, resting, or open-palm position and does not form a specific letter of the ASL manual alphabet."
J,3_png.rf.xFSHWAKjb6CZLq7hfPzx.png,E
J,40_png.rf.HXN330EmYuf4NGiUTUyN.png,D
J,41_png.rf.7Rw6hTt3qV0YIPH9SC1q.png,D
J,42_png.rf.d8HvAM2grem5WRuxTURS.png,W
J,43_png.rf.V3ZR3DEj19hzuxCzdPze.png,S
J,44_png.rf.J7XTIkMOK5ymzOQVFGYl.png,L
J,4_png.rf.7msDSFzFsW49ZUBKRVYo.png,A
J,5_png.rf.SiOawiQXvmfYuVP40vbu.png,L
J,6_png.rf.fPzu1AoYZ96cPjRsuxrr.png,F
J,7_png.rf.dVbzza5m1uuqsGeHpeGs.png,L
J,8_png.rf.ZQPh9RixZGqjHg8AAQPR.png,J
J,9_png.rf.kX7tjb9urT7btB69ZMZK.png,B
K,0_png.rf.t5jqyfjsiU6aaHXJ3jpH.png,V
K,10_png.rf.eLh49W7gBYAcE15oCQkl.png,V
K,11_png.rf.gosaurEm5ArovcAvbzUR.png,V
K,12_png.rf.vHCgXUmDd3JFl09H3Ehd.png,V
K,13_png.rf.2ucPb1ICFOs9NAy8bOP0.png,V
K,14_png.rf.0Qj9T6xhmRrcmr7y242r.png,V
K,15_png.rf.7UTrntVHiWTSrZf66gRA.png,V
K,16_png.rf.OHi2xRaOtBj2wWZddydW.png,V
K,17_png.rf.OHqbe4tVyButICA6eo7g.png,V
K,18_png.rf.iVuHdeQoCOXOHgsBNTei.png,V
K,19_png.rf.IGjuR0Iv9KzDAcoAcCnU.png,V
K,1_png.rf.14DYZy2I6zbmTwjVD7NZ.png,V
K,20_png.rf.xDvpxOGhqViwqOCFjcnx.png,V
K,21_png.rf.g4gXDnIsyIcn4llNS6ty.png,V
K,22_png.rf.DrmzCbuAzhQ8bkcpp1NL.png,V
K,23_png.rf.40VzspdISdjzkxxdS0PI.png,V
K,24_png.rf.IrSx7SL6t0OjLqf2arcG.png,V
K,25_png.rf.tu3H7NmyayYisD9xOZwQ.png,V
K,26_png.rf.cjh2uToerX2F59xEmazK.png,V
K,27_png.rf.ELikLLElB6vXy93fWfW1.png,V
K,28_png.rf.IRvBjcwWzgvNDZEtQ1nc.png,V
K,29_png.rf.DLwl8hpEENsHSFwJJnDi.png,V
K,2_png.rf.PCr6IY864A8IuMmZdYuZ.png,V
K,30_png.rf.PcociKthgQKUH2HDwGvM.png,V
K,31_png.rf.0MXKenqJ7zRyozxq547D.png,V
K,32_png.rf.9lxc9c3QbKhC0ib1qEhk.png,V
K,33_png.rf.b5kivCYXkQct6Ez6NaBv.png,V
K,34_png.rf.7hA5WzrU3l8Fh4OdW8dG.png,V
K,35_png.rf.1a3OYzgC7yiIvQXrh9mJ.png,V
K,36_png.rf.YJQH3Amhvba8xqDbwXvN.png,V
K,37_png.rf.l9d2bSrezrZRavX2tz35.png,V
K,38_png.rf.klaO2sY7eYQSnR87Aivb.png,V
K,39_png.rf.uDtmTkGTOIIM6n4YkYmw.png,V
K,3_png.rf.r6z4pgkgqx7Ey4cEB7ab.png,V
K,40_png.rf.Jd12Lm04aUkwONnGRLml.png,V
K,4_png.rf.aOwZ0Arw3yv9XJpQ13s3.png,V
K,5_png.rf.n0IuKa0igxcQYEqXO3iU.png,V
K,6_png.rf.36dsc7LYFm4UYdSfn9Ak.png,V
K,7_png.rf.B220Ijlig2D43T0ddmTk.png,V
K,8_png.rf.3G0El5uU9yBFjmCJDrWB.png,V
K,9_png.rf.9lKwcmAxzEv4YX4hjT5j.png,V
L,0_png.rf.bxsKEZQtCu59bGtQDiSZ.png,I
L,10_png.rf.0ivOkvR125kzkliFkNrK.png,I
L,11_png.rf.xKBOyEVTWxDyah4jOxxD.png,V
L,12_png.rf.NrBTFggao9L80JWNfjoN.png,T
L,13_png.rf.NGs1TykxA8Abh9qtcbII.png,P
L,14_png.rf.tcvZBX6eqjyBad3y1rvl.png,L
L,15_png.rf.rP63YNJOEMT7oVChyt1U.png,L
L,16_png.rf.0rNL2JHBMcisv0DiZhVa.png,I
L,17_png.rf.5O2DOSMBw5bwlUgJARqs.png,I
L,18_png.rf.UvOSFXnkyeLN4LHp4thB.png,D
L,19_png.rf.PIu5mJuPlauCM5NV34sC.png,I
L,1_png.rf.JlaMQG6o1MYcZaowRRYE.png,J
L,20_png.rf.6hpaUdo8qDxnlzF8jXZF.png,A
L,21_png.rf.vkyhQikDJ7kIg27RzIim.png,E
L,22_png.rf.R5ZTjBgVY3hRFkCPolFm.png,I
L,23_png.rf.aVZNkBJyAztat04fJArB.png,I
L,24_png.rf.syfzOYYOfnkCHfxYO0MV.png,I
L,25_png.rf.NAJks7U9QU1gZkUHsi6e.png,I
L,26_png.rf.cPIuF4dPYEKUUwF2FrNK.png,W
L,27_png.rf.1J2Z3l4srfMeilNKFjGo.png,L
L,28_png.rf.2BruiPqg4RGCzkG0rfl3.png,J
L,29_png.rf.D2qynvJGM8yvwxKnbOGL.png,I
L,2_png.rf.gThGpKlh6Pij1EljnvGC.png,T
L,30_png.rf.BWmN287xz0rLzqBqDHii.png,I
L,31_png.rf.FVNxZ0GOGbLman0ArknK.png,R
L,32_png.rf.En1rV9xp3S6uVh2UmBZA.png,D
L,33_png.rf.ZvKiRMvqc4bbxpIiUHv8.png,B
L,34_png.rf.sMR2v8JprzBiz2h6AGvL.png,T
L,35_png.rf.CAvCQ1Bv5psgaRrOrIdm.png,T
L,36_png.rf.17z6ZpyKWppZKZkmKNue.png,D
L,37_png.rf.U5p274u88CEcsOIQfMW6.png,G
L,38_png.rf.GgQugrbGFFRVZpmEL5KS.png,E
L,39_png.rf.GIbdSq3cwnDXzZIXVNRI.png,I
L,3_png.rf.gIcwc1xvM8GqXEyqz3i6.png,I
L,40_png.rf.OoYClewW029ze8YfXhlT.png,T
L,41_png.rf.OCPLlOSiseRGZCoVFmSn.png,I
L,4_png.rf.C9YH8SF3eSKzfRKK00F1.png,I
L,5_png.rf.ZuN5XePi4UAP26lgfrWA.png,I
L,6_png.rf.JDTzVF5RnlJy6vF8lNWx.png,I
L,7_png.rf.7NHJbn1hPckunBGZLW3A.png,D
L,8_png.rf.7gr0qJa5mlJ5pzmHaI4E.png,V
L,9_png.rf.NQtDKkKF5sGPy9kyA8lH.png,I
M,0_png.rf.gSiML6HCgcCD1kKSjerV.png,V
M,10_png.rf.jNgQAL3TT2IWbLsJp34i.png,L
M,11_png.rf.ZkYUi3wHiaM2G4HCEp9B.png,C
M,12_png.rf.6MN78MGmDfS1iU1to4oP.png,B
M,13_png.rf.D1BMU2mAlZWwx8SBgtQp.png,S
M,14_png.rf.QxA9EICfZJmp8z3qSqtY.png,A
M,15_png.rf.IoM2Lw3RhOkTzCRleena.png,A
M,16_png.rf.YM7pv65ALeU1se5Zjmfc.png,S
M,17_png.rf.Lk4CXT1opXvhsh7VsNzZ.png,L
M,18_png.rf.SxdnNrv6wbXKnjO1KdfM.png,B
M,19_png.rf.WOmzPIDsTOCe2DpmCq5Q.png,A
M,1_png.rf.iVLF9zc3UzpDoibgJeG8.png,E
M,20_png.rf.Fl4q1mgyyh72DLZ67Eiz.png,A
M,21_png.rf.D0I3vo65uVFMQo5tyD9s.png,S
M,22_png.rf.xcroUljEoikdLiCnynxy.png,S
M,23_png.rf.lv7e3i460mEm96OcbpHi.png,T
M,24_png.rf.zD1RIdySDZSp41nX3Ucg.png,T
M,25_png.rf.6x38S9qjPY1T9nSJY35r.png,G
M,26_png.rf.QXdEyUfv2QNoAjxHyA0M.png,A
M,27_png.rf.CGjwtqHw0UrT85LonvrA.png,"I cannot confidently identify a single letter of the ASL alphabet from this hand position, as it appears to be in a relaxed or natural resting pose rather than a distinct letter formation."
M,28_png.rf.WK6S8XKIdmbj8qwdu7o2.png,C
M,29_png.rf.D6tHPWa65r6E4dgZ4iO4.png,A
M,2_png.rf.OR3za0CMg0gcx91zL2aD.png,A
M,30_png.rf.ieuYn2YFwlGVpTSVan3Z.png,L
M,31_png.rf.mAIIQZteXj63L3mkAWRH.png,S
M,32_png.rf.MzRc8fxEhv0hAChaIVnZ.png,B
M,33_png.rf.WmpY6zTT8c86iH0Rpo4S.png,C
M,34_png.rf.zb6TRQg8eXpZDU0yfOtp.png,A
M,35_png.rf.mQp5oDeUkRVDy5EFJKcv.png,A
M,36_png.rf.UJjsOPoRwn4QxIGAWy4G.png,A
M,37_png.rf.Z7gWF4oppq7CJ9sA1Qq4.png,A
M,38_png.rf.E6V75pwV5CouyyxcbsfS.png,L
M,39_png.rf.vpmu2Pcm9aqTp3Dfj9Mm.png,L
M,3_png.rf.ASkFivo0K6YnxP7tXqma.png,B
M,40_png.rf.qEGimsSvU0sO3tuXlDp9.png,T
M,41_png.rf.spEGLrhhN6AGeVdD0yFx.png,S
M,4_png.rf.TNdm721YAocrMfUmQojV.png,S
M,5_png.rf.tRzwy1WEmP4tX2lTrrTI.png,L
M,6_png.rf.FyfT0alQOUrw5vaql6K7.png,S
M,7_png.rf.nq7KjknNwH8H2BacSdVM.png,E
M,8_png.rf.3thWYy9vSn4JYZsaFprG.png,W
M,9_png.rf.YKkO1Lw1DDtYOpBiq0xK.png,Y
N,0_png.rf.pQAOlWZwjjyD8wdn9Rga.png,W
N,10_png.rf.hk2a6V6kLIlttyIUmodo.png,W
N,11_png.rf.i6cKF88chTfvMQYL4Quk.png,C
N,12_png.rf.SN3CNX8fYbNWZE0ESwT6.png,A
N,13_png.rf.MFQunJEghnr0IgEzYeQQ.png,W
N,14_png.rf.i99Z2pU8x4DxN5jBtTyO.png,L
N,15_png.rf.JDQ4gdX70x6fvsGql2BF.png,W
N,16_png.rf.wIrwl2b51HTCHwHoFvZq.png,T
N,17_png.rf.C9Q3U3ekDEbqCHsNbpbx.png,E
N,18_png.rf.WzYsJkaPq9pugt7zcqNo.png,E
N,19_png.rf.PgUYJ6obj0bsxwIxpdf2.png,W
N,1_png.rf.LMTQRJxkTybeiwgSUJB6.png,W
N,20_png.rf.nXlMgC7Cu73HFaoMOoR0.png,F
N,21_png.rf.s22HAfvMq3uyQiQheEFB.png,A
N,22_png.rf.t1mHxNTRfQWTc59drhJS.png,B
N,23_png.rf.VyphANYKyZo5eNEdHBb6.png,W
N,24_png.rf.mEgqmXzZsP1RZ2LJ8yTC.png,D
N,25_png.rf.evDZWnjzVGiZ7SoZN1Fp.png,D
N,26_png.rf.mxbDHVmNM58y2RSVEAOR.png,L
N,27_png.rf.BgNE3ltT7gGzxqdCrfrU.png,C
N,28_png.rf.H3tE28MCNi6w9NYSPI9x.png,B
N,29_png.rf.1MjgHJtiVxDi7y29IBvO.png,W
N,2_png.rf.vAFgxBTE60zrXwrQypld.png,W
N,30_png.rf.2eviL3q5E3rkOlRlaIXj.png,W
N,31_png.rf.iN7mOA3VsAw1xr5NmJjj.png,W
N,32_png.rf.R0UaqIsblFw1gKTWKq9v.png,A
N,33_png.rf.6HRnjg9NPSkwZjfWiDt5.png,E
N,34_png.rf.zsw3ASwtuKpxluk7WAhx.png,"(The hand shown displays the number 5, which is not a letter in the ASL alphabet. If forced to choose a letter based on the extended thumb, the letter 'A' is the most plausible, though the other fingers are also extended.)

A"
N,35_png.rf.PoWnnWDcyBhgC4l4fyua.png,A
N,36_png.rf.6wdjZ1GiIztsn6SSujdR.png,W
N,37_png.rf.RfTIPxJfebS0XQ8rZsbC.png,E
N,38_png.rf.cafhftXwhKMqvLUfMAkW.png,W
N,39_png.rf.TlueYa7npGlrQPmSf4GG.png,L
N,3_png.rf.ttzJosmiVEItSoNplgrZ.png,E
N,4_png.rf.NYcig4fSjcaeXp24v7QU.png,E
N,5_png.rf.XC7YRbykaAHxRCugsnit.png,W
N,6_png.rf.VMdXVQhTjqMVPAbSxxGk.png,B
N,7_png.rf.QboxfwRt7HDh9I2fCL1f.png,A
N,8_png.rf.SNmLnnTKbYs50N1zGqAn.png,L
N,9_png.rf.6xDxkw0lFiBjl5zGcPBC.png,A
O,0_png.rf.kNgGMoM6xmfi2ZQyNsat.png,O
O,10_png.rf.yycjRnwLxAMahKEJKHpX.png,O
O,11_png.rf.mIuiO3arvAZZcKi27zYQ.png,O
O,12_png.rf.UXmH5NdzIGOZfehO7o8I.png,O
O,13_png.rf.AIjdbmXThsSsGWRtnPCk.png,O
O,14_png.rf.GyWQUvwpLRnUmokwkreV.png,O
O,15_png.rf.vUj61i0saoXR5vV1hA44.png,O
O,16_png.rf.9lIFdrDNrVVry4QM3Vkl.png,O
O,17_png.rf.Pk9KdAdE1BBCMtR6k6ep.png,O
O,18_png.rf.XtsrcUchkNji0yfHJDSQ.png,O
O,19_png.rf.OaRWXrZ5JjK7aAP2UVTh.png,O
O,1_png.rf.IHbqgmaQWRE67zwQL6Lp.png,O
O,20_png.rf.w3ErKUQZqj4OQyFSr4gu.png,O
O,21_png.rf.dPd7Qyap24P12DFjfkqm.png,O
O,22_png.rf.UR4Ppao0YsueKZ4BYtAz.png,O
O,23_png.rf.qJvwLPDx7nr23TgjBLce.png,O
O,24_png.rf.hTV6qII6RAKYtK4poHan.png,O
O,25_png.rf.kDbQO34o69qhhyxOoQFq.png,O
O,26_png.rf.HRYOvGjWvDmwcHgOmLU8.png,O
O,27_png.rf.jjDI5lCl7RoqgiDQrQYE.png,O
O,28_png.rf.N73Nby46dEXI3xfvctsm.png,O
O,29_png.rf.5GeKNKXayzOLVmNgEV1f.png,O
O,2_png.rf.RvTlRTqSXZhd21pkVpH8.png,O
O,30_png.rf.igyHsCwWIOh1esoop5Nz.png,O
O,31_png.rf.fvEXksRSxT9s6TnDu6Tw.png,O
O,32_png.rf.SzymkFknCoquDuDu9Wld.png,O
O,33_png.rf.H7PUICdYRo4oD67XeZuE.png,O
O,34_png.rf.Rum8JW4A6Khf7Vv7fJJu.png,O
O,35_png.rf.EoVWPYbmL8lGrPouR3ld.png,O
O,36_png.rf.UA5J8zlLPCz7nzhQ9Fk7.png,O
O,37_png.rf.Wj3WQPvPyfHNJEWHgQAm.png,O
O,38_png.rf.960xMGtXablr6we1GTbw.png,O
O,39_png.rf.syjNHDVVsesgDuyDwyxI.png,O
O,3_png.rf.tIN4jokb4fKYf3Ariv5v.png,O
O,40_png.rf.xQylTU6IfVslfC53HQsd.png,O
O,41_png.rf.Pz3khS4a0bwXhnQckQu4.png,O
O,42_png.rf.AmRYZS5uauVobfwX5yLA.png,O
O,43_png.rf.6ozjKTfUfAVEMfYWzclu.png,O
O,44_png.rf.tu0OAmV6WtH5OfMGH3Ze.png,O
O,45_png.rf.80OKnhTYBv0UdpWXjwLV.png,O
O,4_png.rf.UPT5QMu9Yp9KldiNX47q.png,O
O,5_png.rf.An5YV5qn9dQ91WwZz6qB.png,O
O,6_png.rf.FLrP3Fg2ooFk4EGxagi0.png,O
O,7_png.rf.wrtab9Uf3q9Vga0mZCOB.png,O
O,8_png.rf.h6Ho54BBOVnoxKLEgtXZ.png,O
O,9_png.rf.fdr3ZTEtUR4HfEUH3eGu.png,O
P,0_png.rf.Xj7q6y6VFepKuZny7yIb.png,D
P,10_png.rf.9yJYX0ir2H4Q5QdGPMyN.png,D
P,11_png.rf.06FsCCDY6tH7gDwxoT5R.png,G
P,12_png.rf.CL0wyRjn51EYcfupitEP.png,V
P,13_png.rf.vYYQ2UCx55FGBvrw4wPq.png,L
P,14_png.rf.PA9xZCpoWcAQQ4Hwekid.png,D
P,15_png.rf.dPKfhOIH5gJwOWODTFI3.png,F
P,16_png.rf.ioa7Z4pKqi2od6022du4.png,L
P,17_png.rf.hnQCwh5uTjIWg9HYKD9S.png,P
P,18_png.rf.ezvEi0I0l7z7CEuOYQDY.png,J
P,19_png.rf.uJBfYqsgwGNUgSJL8YxB.png,D
P,1_png.rf.b0lQltQzM7n0I4ZJMTaH.png,I
P,20_png.rf.UWtivNbZ5u7zawGkEsBO.png,L
P,21_png.rf.LAiMJdu0ECvhDnzT0LfY.png,E
P,22_png.rf.VQvcaIPFiw42nb6e2aXr.png,L
P,23_png.rf.fT0CF5qAzfD7PP1BukH7.png,D
P,24_png.rf.AWJRJbyrLtNkVfPalTpe.png,L
P,25_png.rf.sQ2BP4hwC5w0JzAtMwIy.png,A
P,26_png.rf.WtYzhERniSMBo3UqN20O.png,G
P,27_png.rf.pbA6pRc4QoQK5uHmCyrE.png,J
P,28_png.rf.EApsP7e1A2qYCcmwQZ9q.png,D
P,29_png.rf.FSgXq0mklMBVvKQGAijU.png,D
P,2_png.rf.geUfM7CsTDUivS3KKoOd.png,D
P,30_png.rf.NfuB4DPMG7aRziHSMZwn.png,D
P,31_png.rf.K5CRGbU1m8QpPiZsdY0S.png,I
P,32_png.rf.O3soXs7nXm5A8bawqYqa.png,I
P,33_png.rf.ECr1Weryekz7llhCQIB0.png,D
P,34_png.rf.nbnlCRTM8jtSztg7OFnl.png,L
P,35_png.rf.p8A6rgq9oNJPP8RSIbv9.png,D
P,36_png.rf.0rMS6lHiUQ7kKNwuHR6u.png,D
P,37_png.rf.KmxCk6X3hmmobUSeLPvZ.png,B
P,38_png.rf.UOCA9naNBuP3DyAlSieV.png,V
P,39_png.rf.BrcPd4PRcELV1Nj1LbRU.png,I
P,3_png.rf.yfKmkLHyhER3yHQv6EPi.png,G
P,40_png.rf.z5rmYDZCYxhvkvnNdsjy.png,F
P,41_png.rf.79UtK8AoFhjtW11oGk28.png,V
P,42_png.rf.8AMkTHkWyYnndoLBNOk6.png,I
P,43_png.rf.kQRza3I05qYx9GX6FvLo.png,I
P,44_png.rf.XCstrfdkdGhMu3toYwAl.png,T
P,45_png.rf.Yl7M9PtGipQdKXD3j4Hs.png,I
P,46_png.rf.wjh1ilOH82m4k1QFIJA1.png,H
P,47_png.rf.2LQTEoB3HyZVGzlpG1eg.png,V
P,48_png.rf.WFApk2pDEA75mEF1M5PA.png,V
P,49_png.rf.0plys6guO7fAb4Pa5smt.png,D
P,4_png.rf.DjircgoTHA1ilXNM3cNa.png,D
P,50_png.rf.IMFe0uziQYkNhyIiEZPS.png,A
P,51_png.rf.ZOYOHRlEXFWkQdnDyQpP.png,V
P,52_png.rf.mqZiOvFyO42AAKfZYcM7.png,V
P,53_png.rf.iiTsdKyN9fhL4GADSqL5.png,D
P,54_png.rf.XYlYRGgqen6nDO9qBNLd.png,I
P,55_png.rf.WwC5669acEi44645ZANK.png,D
P,56_png.rf.EFP1RuRwQbK2C3AcyTzY.png,D
P,57_png.rf.zwEJ1Q4KRiBZnGhDlDSQ.png,I
P,58_png.rf.Q8Lz8CUjmlBp8VXv9nyu.png,D
P,59_png.rf.d73dQkQDbC1QgqAqqNI6.png,D
P,5_png.rf.IZtvtSBREYCsTIU2D730.png,F
P,60_png.rf.1nWmAMIlsqkB1b4aZaZ8.png,T
P,61_png.rf.BXjAuL1YBzXdqo7drnTe.png,G
P,62_png.rf.6ZMUF8CEv3WJ9ROBXT1n.png,J
P,63_png.rf.w2Zgh8PSf2kMkl3Izw78.png,D
P,64_png.rf.ytCU96MrC53iCK4lMiD0.png,L
P,65_png.rf.JiRXICCD5BEXLo1EBouK.png,G
P,66_png.rf.gFYDfa1A2SSjoX7Uo9b7.png,J
P,67_png.rf.pcUuvQvKTr91JmB3sKIA.png,D
P,6_png.rf.2FZwNCWe081E5EewIaky.png,D
P,7_png.rf.ZjwPuLa8GxoLorUaEqVY.png,D
P,8_png.rf.dxmOk2uXRYmUxogN2l2V.png,T
P,9_png.rf.eInj3zL5MpzRSxBcYHrs.png,J
Q,0_png.rf.AoPBoBpHtTyzyhMmPsfQ.png,W
Q,10_png.rf.flwiY5Y4Vu4X7DiBhVjN.png,D
Q,11_png.rf.3r1u80Lnmg41CxSuhPbE.png,I
Q,12_png.rf.5HGSpw8ZCx148ytW6lcP.png,V
Q,13_png.rf.Qm5SUZwfcOaD4fGWevq7.png,D
Q,14_png.rf.SgRXr7cIW2wSgNeph9mR.png,A
Q,15_png.rf.a7v1GBIybwZxU4gB365y.png,A
Q,16_png.rf.aBNlI0gEEw7RNzYsnphH.png,A
Q,17_png.rf.LEt9CJkVpNwL3vKE1r8A.png,L
Q,18_png.rf.nOWrkKHTSOT7Y7aV7a1y.png,W
Q,19_png.rf.ZZezvY2Sk98reiCqPexU.png,W
Q,1_png.rf.v9SVoVpuhrfHrlCkHrmv.png,V
Q,20_png.rf.36cSuUP1g3s5dcnG8RW2.png,V
Q,21_png.rf.8ZX9uYATgqVd6QfJ8A3j.png,P
Q,22_png.rf.hNJXnXYqjt1ibwqzuRkU.png,D
Q,23_png.rf.zKIGWpqxwP0GbW2pjtuU.png,B
Q,24_png.rf.l8hb4voZHlb6J04Qea3B.png,V
Q,25_png.rf.01et9mJGPqG6TVyumvXm.png,E
Q,26_png.rf.nemzERmDW3tiUsRNTJmF.png,A
Q,27_png.rf.vB79L0Y8gqmjnelZcLJY.png,P
Q,28_png.rf.WER5reaBJfW45Q8kiTfw.png,I
Q,29_png.rf.yiCab6y7sn9aJNGta314.png,H
Q,2_png.rf.5aZpDtNKOu8qTkCJnvUw.png,V
Q,3_png.rf.ROiwIaE8ywyvzNyXgUE1.png,W
Q,4_png.rf.5SBG0V4tsU0GCH01rAp5.png,A
Q,5_png.rf.WykuNZ5V0FPwOHK8zCl8.png,D
Q,6_png.rf.2pZsGTpVcKULpVr1pnxz.png,D
Q,7_png.rf.XcIRZqHf88DcfE2DFoIA.png,V
Q,8_png.rf.hTR82zfeixknVLwfQM5Y.png,W
Q,9_png.rf.4rFwH1KSlFPvhi0RLYZW.png,V
R,0_png.rf.DlO88GkEqHTD4DGS9qwZ.png,L
R,10_png.rf.kNqi7e6yIdeB40GQBQrk.png,E
R,11_png.rf.TeVDB16HDNZiHRMANiT8.png,L
R,12_png.rf.IVT75vcu0QaZkJTfWejO.png,Y
R,13_png.rf.rCyCZw02sykUP8Jlo0rn.png,T
R,14_png.rf.0OaaKSwPSlaHP7BKgLMs.png,W
R,15_png.rf.duNPStWBGfL2g0ExPtgc.png,E
R,16_png.rf.PrAvT7kjZVTvShN6oP5g.png,L
R,17_png.rf.Ib67zlx9qx47QV1g7s7G.png,I
R,18_png.rf.zg16PA8p6jEAqGmviWvU.png,L
R,19_png.rf.BpLszmJis55E5ouw2f7g.png,V
R,1_png.rf.RIisrNcxjLx9MBqFuOGV.png,E
R,20_png.rf.ZCfKiFRpqvHPz3vAMl88.png,A
R,21_png.rf.V8vNb1ladADQlUYVXdsf.png,Z
R,22_png.rf.soZmLrMtKIBrDMM74t3u.png,A
R,23_png.rf.zYGrV9UW0xFtP8Tv4aHv.png,E
